"","GO","evidence","gene"
"636","GO:0008152","ISS","LOC105828082"
"637","GO:0055114","ISS","LOC105828082"
"638","GO:0006631","ISS","LOC105828084"
"639","GO:0055114","ISS","LOC105828084"
"640","GO:0009060","ISS","LOC105828086"
"641","GO:0055114","ISS","LOC105828086"
"642","GO:0006508","ISS","LOC105828087"
"643","GO:0006508","ISS","LOC105828087"
"644","GO:0005975","ISS","LOC105828090"
"645","GO:0006810","ISS","LOC105828092"
"646","GO:0006810","ISS","LOC105828092"
"647","GO:0006784","ISS","LOC105828095"
"648","GO:0055114","ISS","LOC105828095"
"649","GO:0006520","ISS","LOC105828096"
"650","GO:0055114","ISS","LOC105828096"
"651","GO:0006006","ISS","LOC105828099"
"652","GO:0055114","ISS","LOC105828099"
"653","GO:0006006","ISS","LOC105828099"
"654","GO:0055114","ISS","LOC105828099"
"655","GO:0006508","ISS","LOC105828102"
"656","GO:0006629","ISS","LOC105828104"
"657","GO:0006351","ISS","LOC105828106"
"658","GO:0006351","ISS","LOC105828106"
"659","GO:0006351","ISS","LOC105828106"
"660","GO:0006351","ISS","LOC105828106"
"661","GO:0006351","ISS","LOC105828106"
"662","GO:0006351","ISS","LOC105828106"
"663","GO:0009086","ISS","LOC105828107"
"664","GO:0042619","ISS","LOC105828117"
"665","GO:0016973","ISS","LOC105828141"
"666","GO:0006468","ISS","LOC105828142"
"667","GO:0007049","ISS","LOC105828144"
"668","GO:0045454","ISS","LOC105828161"
"669","GO:0045454","ISS","LOC105828161"
"670","GO:0006486","ISS","LOC105828166"
"671","GO:0006418","ISS","LOC105828170"
"672","GO:0006468","ISS","LOC105828191"
"673","GO:0055114","ISS","LOC105828190"
"674","GO:0055114","ISS","LOC105828190"
"675","GO:0006886","ISS","LOC105828192"
"676","GO:0048280","ISS","LOC105828192"
"677","GO:0006470","ISS","LOC105828194"
"678","GO:0007067","ISS","LOC105828205"
"679","GO:0006351","ISS","LOC105828208"
"680","GO:0006893","ISS","LOC105828220"
"681","GO:0015074","ISS","LOC105828223"
"682","GO:0006508","ISS","LOC105828228"
"683","GO:0055114","ISS","LOC105828229"
"684","GO:0006508","ISS","LOC105828235"
"685","GO:0055085","ISS","LOC105828240"
"686","GO:0008152","ISS","LOC105828243"
"687","GO:0008152","ISS","LOC105828252"
"688","GO:0008152","ISS","LOC105828252"
"689","GO:0006629","ISS","LOC105828254"
"690","GO:0007165","ISS","LOC105828262"
"691","GO:0006508","ISS","LOC105828263"
"692","GO:0006810","ISS","LOC105828269"
"693","GO:0006810","ISS","LOC105828268"
"694","GO:0006269","ISS","LOC105828277"
"695","GO:0018279","ISS","LOC105828286"
"696","GO:0008033","ISS","LOC105828287"
"697","GO:0055114","ISS","LOC105828287"
"698","GO:0007018","ISS","LOC105828305"
"699","GO:0006355","ISS","LOC105828307"
"700","GO:0006355","ISS","LOC105828307"
"701","GO:0046907","ISS","LOC105828319"
"702","GO:0046907","ISS","LOC105828319"
"703","GO:0046907","ISS","LOC105828319"
"704","GO:0046907","ISS","LOC105828319"
"705","GO:0008152","ISS","LOC105828320"
"706","GO:0006139","ISS","LOC105828344"
"707","GO:0006511","ISS","LOC105828327"
"708","GO:0006511","ISS","LOC105828327"
"709","GO:0030163","ISS","LOC105828326"
"710","GO:0006777","ISS","LOC105828337"
"711","GO:0006606","ISS","LOC105828353"
"712","GO:0006508","ISS","LOC105828356"
"713","GO:0006468","ISS","LOC105828354"
"714","GO:0006508","ISS","LOC105828362"
"715","GO:0006508","ISS","LOC105828362"
"716","GO:0035556","ISS","LOC105828365"
"717","GO:0006468","ISS","LOC105828379"
"718","GO:0006811","ISS","LOC105828410"
"719","GO:0055085","ISS","LOC105828410"
"720","GO:0006811","ISS","LOC105828406"
"721","GO:0055085","ISS","LOC105828406"
"722","GO:0006289","ISS","LOC105828408"
"723","GO:0006355","ISS","LOC105828408"
"724","GO:0042254","ISS","LOC105828420"
"725","GO:0051260","ISS","LOC105828423"
"726","GO:0007165","ISS","LOC105828435"
"727","GO:0007165","ISS","LOC105828435"
"728","GO:0009058","ISS","LOC105828447"
"729","GO:0006508","ISS","LOC105828446"
"730","GO:0007186","ISS","LOC105828471"
"731","GO:0000226","ISS","LOC105828473"
"732","GO:0000226","ISS","LOC105828473"
"733","GO:0008299","ISS","LOC105828480"
"734","GO:0006355","ISS","LOC105828482"
"735","GO:0006355","ISS","LOC105828482"
"736","GO:0055085","ISS","LOC105828483"
"737","GO:0006629","ISS","LOC105828491"
"738","GO:0019441","ISS","LOC105828499"
"739","GO:0006508","ISS","LOC105828500"
"740","GO:0055085","ISS","LOC105828510"
"741","GO:0055085","ISS","LOC105828510"
"742","GO:0055085","ISS","LOC105828510"
"743","GO:0006508","ISS","LOC105828528"
"744","GO:0006508","ISS","LOC105828529"
"745","GO:0006412","ISS","LOC105828540"
"746","GO:0006412","ISS","LOC105828540"
"747","GO:0006811","ISS","LOC105828539"
"748","GO:0055085","ISS","LOC105828539"
"749","GO:0008152","ISS","LOC105828550"
"750","GO:0008152","ISS","LOC105828554"
"751","GO:0006396","ISS","LOC105828557"
"752","GO:0006812","ISS","LOC105828562"
"753","GO:0055085","ISS","LOC105828562"
"754","GO:0006468","ISS","LOC105828561"
"755","GO:0006468","ISS","LOC105828561"
"756","GO:0009058","ISS","LOC105828567"
"757","GO:0005975","ISS","LOC105828583"
"758","GO:0055114","ISS","LOC105828583"
"759","GO:0046168","ISS","LOC105828583"
"760","GO:0055114","ISS","LOC105828583"
"761","GO:0005975","ISS","LOC105828585"
"762","GO:0055114","ISS","LOC105828585"
"763","GO:0046168","ISS","LOC105828585"
"764","GO:0055114","ISS","LOC105828585"
"765","GO:0015991","ISS","LOC105828581"
"766","GO:0007264","ISS","LOC105828586"
"767","GO:0055114","ISS","LOC105828595"
"768","GO:0055114","ISS","LOC105828595"
"769","GO:0055114","ISS","LOC105828592"
"770","GO:0055114","ISS","LOC105828592"
"771","GO:0055114","ISS","LOC105828606"
"772","GO:0055114","ISS","LOC105828606"
"773","GO:0055114","ISS","LOC105828606"
"774","GO:0006730","ISS","LOC105828605"
"775","GO:0055114","ISS","LOC105828605"
"776","GO:0007165","ISS","LOC105828602"
"777","GO:0045454","ISS","LOC105828609"
"778","GO:0045454","ISS","LOC105828609"
"779","GO:0006468","ISS","LOC105828610"
"780","GO:0006468","ISS","LOC105828610"
"781","GO:0003333","ISS","LOC105828612"
"782","GO:0006810","ISS","LOC105828612"
"783","GO:0055085","ISS","LOC105828612"
"784","GO:0035556","ISS","LOC105828624"
"785","GO:0007186","ISS","LOC105828639"
"786","GO:0007186","ISS","LOC105828639"
"787","GO:0035023","ISS","LOC105828646"
"788","GO:0006520","ISS","LOC105828657"
"789","GO:0006493","ISS","LOC105828655"
"790","GO:0055085","ISS","LOC105828665"
"791","GO:0055085","ISS","LOC105828665"
"792","GO:0006096","ISS","LOC105828664"
"793","GO:0006096","ISS","LOC105828664"
"794","GO:0050909","ISS","LOC105828668"
"795","GO:0006334","ISS","LOC105828678"
"796","GO:0055114","ISS","LOC105828701"
"797","GO:0055114","ISS","LOC105828701"
"798","GO:0055114","ISS","LOC105828703"
"799","GO:0055114","ISS","LOC105828704"
"800","GO:0055114","ISS","LOC105828704"
"801","GO:0007050","ISS","LOC105828712"
"802","GO:0008152","ISS","LOC105828716"
"803","GO:0007155","ISS","LOC105828721"
"804","GO:0007155","ISS","LOC105828721"
"805","GO:0006468","ISS","LOC105828734"
"806","GO:0009058","ISS","LOC105828733"
"807","GO:0043039","ISS","LOC105828742"
"808","GO:0006352","ISS","LOC105828746"
"809","GO:0006355","ISS","LOC105828746"
"810","GO:0000079","ISS","LOC105828757"
"811","GO:0006468","ISS","LOC105828762"
"812","GO:0006665","ISS","LOC105828778"
"813","GO:0051289","ISS","LOC105828790"
"814","GO:0006508","ISS","LOC105828791"
"815","GO:0005975","ISS","LOC105828797"
"816","GO:0008152","ISS","LOC105828806"
"817","GO:0007165","ISS","LOC105828808"
"818","GO:0032324","ISS","LOC105828810"
"819","GO:0007186","ISS","LOC105828819"
"820","GO:0006355","ISS","LOC105828826"
"821","GO:0006355","ISS","LOC105828832"
"822","GO:0043401","ISS","LOC105828832"
"823","GO:0006468","ISS","LOC105828833"
"824","GO:0006355","ISS","LOC105828834"
"825","GO:0016573","ISS","LOC105828834"
"826","GO:0006355","ISS","LOC105828834"
"827","GO:0006355","ISS","LOC105828834"
"828","GO:0006355","ISS","LOC105828834"
"829","GO:0006511","ISS","LOC105828844"
"830","GO:0006511","ISS","LOC105828844"
"831","GO:0006869","ISS","LOC105828849"
"832","GO:0006355","ISS","LOC105828851"
"833","GO:0006468","ISS","LOC105828855"
"834","GO:0006807","ISS","LOC105828870"
"835","GO:0006508","ISS","LOC105828869"
"836","GO:0006487","ISS","LOC105828874"
"837","GO:0006508","ISS","LOC105828901"
"838","GO:0006468","ISS","LOC105828915"
"839","GO:0006302","ISS","LOC105828916"
"840","GO:0030155","ISS","LOC105828922"
"841","GO:0030334","ISS","LOC105828922"
"842","GO:0045995","ISS","LOC105828922"
"843","GO:0006468","ISS","LOC105828924"
"844","GO:0006511","ISS","LOC105828923"
"845","GO:0006511","ISS","LOC105828923"
"846","GO:0007018","ISS","LOC105828954"
"847","GO:0006418","ISS","LOC105828947"
"848","GO:0006260","ISS","LOC105828945"
"849","GO:0006281","ISS","LOC105828945"
"850","GO:0006784","ISS","LOC105828949"
"851","GO:0055114","ISS","LOC105828949"
"852","GO:0007165","ISS","LOC105828972"
"853","GO:0006355","ISS","LOC105828981"
"854","GO:0007165","ISS","LOC105828987"
"855","GO:0008152","ISS","LOC105829006"
"856","GO:0008152","ISS","LOC105829007"
"857","GO:0007018","ISS","LOC105829022"
"858","GO:0007018","ISS","LOC105829020"
"859","GO:0051260","ISS","LOC105829023"
"860","GO:0007264","ISS","LOC105829039"
"861","GO:0006468","ISS","LOC105829050"
"862","GO:0005992","ISS","LOC105829043"
"863","GO:0005992","ISS","LOC105829043"
"864","GO:0008152","ISS","LOC105829048"
"865","GO:0006835","ISS","LOC105829056"
"866","GO:0006694","ISS","LOC105829060"
"867","GO:0055114","ISS","LOC105829060"
"868","GO:0009058","ISS","LOC105829061"
"869","GO:0006520","ISS","LOC105829062"
"870","GO:0008152","ISS","LOC105829069"
"871","GO:0042254","ISS","LOC105829073"
"872","GO:0055085","ISS","LOC105829087"
"873","GO:0006376","ISS","LOC105829090"
"874","GO:0043039","ISS","LOC105829091"
"875","GO:0046907","ISS","LOC105829100"
"876","GO:0006807","ISS","LOC105829117"
"877","GO:0055085","ISS","LOC105829122"
"878","GO:0055085","ISS","LOC105829125"
"879","GO:0055085","ISS","LOC105829125"
"880","GO:0051276","ISS","LOC105829124"
"881","GO:0007205","ISS","LOC105829137"
"882","GO:0035556","ISS","LOC105829137"
"883","GO:0035556","ISS","LOC105829137"
"884","GO:0007018","ISS","LOC105829148"
"885","GO:0006396","ISS","LOC105829150"
"886","GO:0006165","ISS","LOC105829160"
"887","GO:0006183","ISS","LOC105829160"
"888","GO:0006228","ISS","LOC105829160"
"889","GO:0006241","ISS","LOC105829160"
"890","GO:0006165","ISS","LOC105829160"
"891","GO:0006183","ISS","LOC105829160"
"892","GO:0006228","ISS","LOC105829160"
"893","GO:0006241","ISS","LOC105829160"
"894","GO:0006468","ISS","LOC105829189"
"895","GO:0006468","ISS","LOC105829196"
"896","GO:0006486","ISS","LOC105829197"
"897","GO:0006412","ISS","LOC105829202"
"898","GO:0007156","ISS","LOC105829204"
"899","GO:0007156","ISS","LOC105829204"
"900","GO:0007156","ISS","LOC105829204"
"901","GO:0007156","ISS","LOC105829204"
"902","GO:0007156","ISS","LOC105829204"
"903","GO:0005975","ISS","LOC105829207"
"904","GO:0006030","ISS","LOC105829207"
"905","GO:0006355","ISS","LOC105829212"
"906","GO:0006355","ISS","LOC105829212"
"907","GO:0007349","ISS","LOC105829213"
"908","GO:0006629","ISS","LOC105829220"
"909","GO:0006265","ISS","LOC105829218"
"910","GO:0007009","ISS","LOC105829243"
"911","GO:0005975","ISS","LOC105829258"
"912","GO:0006468","ISS","LOC105829245"
"913","GO:0009058","ISS","LOC105829253"
"914","GO:0009058","ISS","LOC105829253"
"915","GO:0006351","ISS","LOC105829285"
"916","GO:0006351","ISS","LOC105829285"
"917","GO:0006351","ISS","LOC105829285"
"918","GO:0006351","ISS","LOC105829285"
"919","GO:0006351","ISS","LOC105829285"
"920","GO:0006351","ISS","LOC105829285"
"921","GO:0006351","ISS","LOC105829285"
"922","GO:0009058","ISS","LOC105829281"
"923","GO:0055085","ISS","LOC105829287"
"924","GO:0055085","ISS","LOC105829287"
"925","GO:0006886","ISS","LOC105829289"
"926","GO:0015696","ISS","LOC105829293"
"927","GO:0055085","ISS","LOC105829291"
"928","GO:0008152","ISS","LOC105829303"
"929","GO:0006260","ISS","LOC105829306"
"930","GO:0008152","ISS","LOC105829309"
"931","GO:0005975","ISS","LOC105829309"
"932","GO:0005975","ISS","LOC105829309"
"933","GO:0006511","ISS","LOC105829316"
"934","GO:0006511","ISS","LOC105829316"
"935","GO:0006812","ISS","LOC105829328"
"936","GO:0055085","ISS","LOC105829328"
"937","GO:0006812","ISS","LOC105829328"
"938","GO:0055085","ISS","LOC105829328"
"939","GO:0006355","ISS","LOC105829351"
"940","GO:0055085","ISS","LOC105829357"
"941","GO:0055114","ISS","LOC105829365"
"942","GO:0007186","ISS","LOC105829367"
"943","GO:0007156","ISS","LOC105829367"
"944","GO:0007156","ISS","LOC105829367"
"945","GO:0007156","ISS","LOC105829367"
"946","GO:0007156","ISS","LOC105829367"
"947","GO:0007156","ISS","LOC105829367"
"948","GO:0007156","ISS","LOC105829367"
"949","GO:0007156","ISS","LOC105829367"
"950","GO:0007156","ISS","LOC105829367"
"951","GO:0006869","ISS","LOC105829368"
"952","GO:0006869","ISS","LOC105829368"
"953","GO:0006869","ISS","LOC105829368"
"954","GO:0009058","ISS","LOC105829374"
"955","GO:0055114","ISS","LOC105829376"
"956","GO:0006810","ISS","LOC105829381"
"957","GO:0055085","ISS","LOC105829381"
"958","GO:0007186","ISS","LOC105829382"
"959","GO:0055114","ISS","LOC105829387"
"960","GO:0055114","ISS","LOC105829387"
"961","GO:0045892","ISS","LOC105829399"
"962","GO:0006511","ISS","LOC105829404"
"963","GO:0051694","ISS","LOC105829408"
"964","GO:0044237","ISS","LOC105829410"
"965","GO:0006468","ISS","LOC105829413"
"966","GO:0007050","ISS","LOC105829416"
"967","GO:0006508","ISS","LOC105829422"
"968","GO:0006508","ISS","LOC105829420"
"969","GO:0006836","ISS","LOC105829423"
"970","GO:0006633","ISS","LOC105829424"
"971","GO:0055114","ISS","LOC105829424"
"972","GO:0019752","ISS","LOC105829430"
"973","GO:0007165","ISS","LOC105829437"
"974","GO:0007165","ISS","LOC105829437"
"975","GO:0006355","ISS","LOC105829438"
"976","GO:0006355","ISS","LOC105829439"
"977","GO:0006355","ISS","LOC105829439"
"978","GO:0006355","ISS","LOC105829441"
"979","GO:0009190","ISS","LOC105829446"
"980","GO:0035556","ISS","LOC105829446"
"981","GO:0006468","ISS","LOC105829446"
"982","GO:0006468","ISS","LOC105829446"
"983","GO:0006355","ISS","LOC105829451"
"984","GO:0007186","ISS","LOC105829459"
"985","GO:0006260","ISS","LOC105829460"
"986","GO:0000413","ISS","LOC105829464"
"987","GO:0006457","ISS","LOC105829464"
"988","GO:0007156","ISS","LOC105829467"
"989","GO:0007156","ISS","LOC105829467"
"990","GO:0007156","ISS","LOC105829467"
"991","GO:0007156","ISS","LOC105829467"
"992","GO:0007156","ISS","LOC105829467"
"993","GO:0007156","ISS","LOC105829467"
"994","GO:0007156","ISS","LOC105829467"
"995","GO:0007156","ISS","LOC105829467"
"996","GO:0007156","ISS","LOC105829467"
"997","GO:0006508","ISS","LOC105829475"
"998","GO:0006281","ISS","LOC105829473"
"999","GO:0051603","ISS","LOC105829480"
"1000","GO:0006511","ISS","LOC105829480"
"1001","GO:0006355","ISS","LOC105829489"
"1002","GO:0009058","ISS","LOC105829492"
"1003","GO:0006397","ISS","LOC105829499"
"1004","GO:0050909","ISS","LOC105829503"
"1005","GO:0008152","ISS","LOC105829505"
"1006","GO:0008152","ISS","LOC105829516"
"1007","GO:0008152","ISS","LOC105829515"
"1008","GO:0007165","ISS","LOC105829530"
"1009","GO:0007165","ISS","LOC105829527"
"1010","GO:0055085","ISS","LOC105829532"
"1011","GO:0055085","ISS","LOC105829532"
"1012","GO:0055114","ISS","LOC105829529"
"1013","GO:0006468","ISS","LOC105829531"
"1014","GO:0003333","ISS","LOC105829536"
"1015","GO:0006810","ISS","LOC105829536"
"1016","GO:0055085","ISS","LOC105829536"
"1017","GO:0006355","ISS","LOC105829534"
"1018","GO:0006810","ISS","LOC105829543"
"1019","GO:0006810","ISS","LOC105829541"
"1020","GO:0006810","ISS","LOC105829540"
"1021","GO:0055114","ISS","LOC105829545"
"1022","GO:0006508","ISS","LOC105829548"
"1023","GO:0038032","ISS","LOC105829562"
"1024","GO:0006629","ISS","LOC105829568"
"1025","GO:0006468","ISS","LOC105829569"
"1026","GO:0016567","ISS","LOC105829571"
"1027","GO:0016567","ISS","LOC105829571"
"1028","GO:0003333","ISS","LOC105829575"
"1029","GO:0006810","ISS","LOC105829575"
"1030","GO:0055085","ISS","LOC105829575"
"1031","GO:0015991","ISS","LOC105829591"
"1032","GO:0055085","ISS","LOC105829588"
"1033","GO:0055085","ISS","LOC105829588"
"1034","GO:0015031","ISS","LOC105829594"
"1035","GO:0042147","ISS","LOC105829594"
"1036","GO:0006890","ISS","LOC105829600"
"1037","GO:0006606","ISS","LOC105829605"
"1038","GO:0055114","ISS","LOC105829621"
"1039","GO:0006468","ISS","LOC105829632"
"1040","GO:0007608","ISS","LOC105829661"
"1041","GO:0006508","ISS","LOC105829663"
"1042","GO:0006508","ISS","LOC105829684"
"1043","GO:0006508","ISS","LOC105829684"
"1044","GO:0006508","ISS","LOC105829685"
"1045","GO:0006396","ISS","LOC105829690"
"1046","GO:0006468","ISS","LOC105829700"
"1047","GO:0055085","ISS","LOC105829703"
"1048","GO:0055085","ISS","LOC105829703"
"1049","GO:0055085","ISS","LOC105829703"
"1050","GO:0055085","ISS","LOC105829703"
"1051","GO:0006310","ISS","LOC105829707"
"1052","GO:0015074","ISS","LOC105829707"
"1053","GO:0001522","ISS","LOC105829715"
"1054","GO:0009451","ISS","LOC105829715"
"1055","GO:0006810","ISS","LOC105829718"
"1056","GO:0055085","ISS","LOC105829718"
"1057","GO:0006396","ISS","LOC105829722"
"1058","GO:0006396","ISS","LOC105829722"
"1059","GO:0005975","ISS","LOC105829721"
"1060","GO:0005975","ISS","LOC105829721"
"1061","GO:0007608","ISS","LOC105829723"
"1062","GO:0050909","ISS","LOC105829728"
"1063","GO:0006355","ISS","LOC105829733"
"1064","GO:0006810","ISS","LOC105829740"
"1065","GO:0016567","ISS","LOC105829741"
"1066","GO:0006400","ISS","LOC105829745"
"1067","GO:0008616","ISS","LOC105829745"
"1068","GO:0005975","ISS","LOC105829755"
"1069","GO:0006809","ISS","LOC105829748"
"1070","GO:0055114","ISS","LOC105829748"
"1071","GO:0055114","ISS","LOC105829748"
"1072","GO:0006355","ISS","LOC105829754"
"1073","GO:0055114","ISS","LOC105829763"
"1074","GO:0008152","ISS","LOC105829763"
"1075","GO:0055114","ISS","LOC105829763"
"1076","GO:0007186","ISS","LOC105829761"
"1077","GO:0019236","ISS","LOC105829761"
"1078","GO:0006520","ISS","LOC105829791"
"1079","GO:0015969","ISS","LOC105829794"
"1080","GO:0007049","ISS","LOC105829795"
"1081","GO:0007059","ISS","LOC105829795"
"1082","GO:0051301","ISS","LOC105829795"
"1083","GO:0006355","ISS","LOC105829796"
"1084","GO:0009584","ISS","LOC105829796"
"1085","GO:0018298","ISS","LOC105829796"
"1086","GO:0003333","ISS","LOC105829797"
"1087","GO:0006810","ISS","LOC105829797"
"1088","GO:0055085","ISS","LOC105829797"
"1089","GO:0006508","ISS","LOC105829799"
"1090","GO:0006396","ISS","LOC105829804"
"1091","GO:0055085","ISS","LOC105829805"
"1092","GO:0006810","ISS","LOC105829808"
"1093","GO:0008152","ISS","LOC105829810"
"1094","GO:0008152","ISS","LOC105829815"
"1095","GO:0006221","ISS","LOC105829816"
"1096","GO:0006810","ISS","LOC105829825"
"1097","GO:0006807","ISS","LOC105829833"
"1098","GO:0006310","ISS","LOC105829834"
"1099","GO:0015074","ISS","LOC105829834"
"1100","GO:0055085","ISS","LOC105829836"
"1101","GO:0005975","ISS","LOC105829837"
"1102","GO:0006418","ISS","LOC105829842"
"1103","GO:0008152","ISS","LOC105829849"
"1104","GO:0055114","ISS","LOC105829849"
"1105","GO:0055114","ISS","LOC105829850"
"1106","GO:0015992","ISS","LOC105829853"
"1107","GO:0008152","ISS","LOC105829855"
"1108","GO:0055114","ISS","LOC105829855"
"1109","GO:0055114","ISS","LOC105829859"
"1110","GO:0055114","ISS","LOC105829859"
"1111","GO:0008152","ISS","LOC105829865"
"1112","GO:0006260","ISS","LOC105829869"
"1113","GO:0006520","ISS","LOC105829871"
"1114","GO:0008610","ISS","LOC105829892"
"1115","GO:0008152","ISS","LOC105829892"
"1116","GO:0006355","ISS","LOC105829899"
"1117","GO:0005975","ISS","LOC105829907"
"1118","GO:0005975","ISS","LOC105829907"
"1119","GO:0006355","ISS","LOC105829910"
"1120","GO:0006364","ISS","LOC105829918"
"1121","GO:0008152","ISS","LOC105829920"
"1122","GO:0006457","ISS","LOC105829912"
"1123","GO:0006511","ISS","LOC105829934"
"1124","GO:0055085","ISS","LOC105829952"
